IDpol,ClaimNb,Exposure,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Area,Density,Region,ClaimAmount,Power_x_DrivAge,DrivAge_bucket
4040775.0,1,0.84,5,1,50,50,B12,Regular,E,3663,Ile-de-France,1204.0,250,36-50
4040803.0,1,0.85,8,1,43,50,B12,Diesel,E,3744,Provence-Alpes-Cotes-D'Azur,1204.0,344,36-50
4040835.0,1,0.43,4,1,51,50,B12,Regular,D,518,Nord-Pas-de-Calais,1204.0,204,51-70
4040891.0,1,0.11,4,1,30,85,B12,Regular,D,916,Nord-Pas-de-Calais,1204.0,120,26-35
4040912.0,1,0.49,8,1,39,67,B12,Diesel,A,23,Midi-Pyrenees,1204.0,312,36-50
4040919.0,2,0.86,4,1,35,100,B12,Regular,F,14368,Ile-de-France,556.14,140,26-35
4040919.0,2,0.86,4,1,35,100,B12,Regular,F,14368,Ile-de-France,1204.0,140,26-35
4041055.0,2,0.75,7,1,32,64,B12,Regular,F,16284,Ile-de-France,1204.0,224,26-35
4041055.0,2,0.75,7,1,32,64,B12,Regular,F,16284,Ile-de-France,1204.0,224,26-35
4041088.0,2,0.3,11,2,58,100,B12,Regular,C,204,Languedoc-Roussillon,556.14,638,51-70
4041088.0,2,0.3,11,2,58,100,B12,Regular,C,204,Languedoc-Roussillon,1204.0,638,51-70
4041089.0,1,0.08,11,2,58,95,B12,Regular,C,204,Languedoc-Roussillon,1204.0,638,51-70
4041112.0,1,0.87,10,1,46,54,B12,Regular,D,1690,Bretagne,1204.0,460,36-50
4041173.0,2,0.83,8,2,58,50,B12,Diesel,C,388,Provence-Alpes-Cotes-D'Azur,1125.48,464,51-70
4041173.0,2,0.83,8,2,58,50,B12,Diesel,C,388,Provence-Alpes-Cotes-D'Azur,1653.64,464,51-70
4041195.0,1,0.13,8,0,38,68,B12,Diesel,D,721,Provence-Alpes-Cotes-D'Azur,1204.0,304,36-50
4041260.0,1,0.87,7,1,23,90,B12,Diesel,D,670,Rhone-Alpes,1204.0,161,18-25
4041419.0,1,0.88,7,1,41,50,B12,Diesel,A,26,Auvergne,7000.0,287,36-50
4041563.0,1,0.56,7,1,24,100,B12,Regular,C,411,Nord-Pas-de-Calais,556.14,168,18-25
4041620.0,1,0.76,7,10,60,50,B1,Diesel,B,59,Bretagne,1204.0,420,51-70
4041656.0,1,0.88,7,1,34,64,B12,Diesel,E,3834,Ile-de-France,1204.0,238,26-35
4041681.0,1,0.89,5,1,42,57,B12,Regular,E,5460,Ile-de-France,1204.0,210,36-50
4041686.0,1,0.89,7,3,30,60,B12,Diesel,C,377,Provence-Alpes-Cotes-D'Azur,86.09,210,26-35
4041871.0,1,0.83,6,5,32,72,B5,Diesel,D,1101,Nord-Pas-de-Calais,1204.0,192,26-35
4041886.0,2,0.84,8,1,62,50,B12,Diesel,A,22,Languedoc-Roussillon,1204.0,496,51-70
4041886.0,2,0.84,8,1,62,50,B12,Diesel,A,22,Languedoc-Roussillon,1204.0,496,51-70
4041962.0,1,0.9,8,1,65,50,B11,Diesel,C,219,Ile-de-France,1204.0,520,51-70
4042068.0,3,0.91,10,4,69,50,B12,Regular,C,216,Provence-Alpes-Cotes-D'Azur,3956.14,690,51-70
4042068.0,3,0.91,10,4,69,50,B12,Regular,C,216,Provence-Alpes-Cotes-D'Azur,1204.0,690,51-70
4042068.0,3,0.91,10,4,69,50,B12,Regular,C,216,Provence-Alpes-Cotes-D'Azur,1204.0,690,51-70
4042123.0,1,0.9,7,1,42,50,B12,Diesel,E,2131,Rhone-Alpes,1204.0,294,36-50
4042363.0,1,0.86,7,1,57,58,B12,Diesel,C,116,Provence-Alpes-Cotes-D'Azur,1204.0,399,51-70
4042460.0,1,0.07,5,3,61,50,B1,Diesel,E,3963,Languedoc-Roussillon,1204.0,305,51-70
4042480.0,1,0.93,4,1,34,100,B12,Regular,C,204,Languedoc-Roussillon,1204.0,136,26-35
4042546.0,1,0.92,4,3,32,72,B12,Regular,E,9307,Rhone-Alpes,42.99,128,26-35
4042560.0,1,0.07,8,1,54,50,B12,Diesel,C,426,Languedoc-Roussillon,1204.0,432,51-70
4042588.0,1,0.1,4,1,47,50,B12,Regular,E,7571,Ile-de-France,80.1,188,36-50
4042589.0,1,0.81,4,1,47,50,B12,Regular,E,7571,Ile-de-France,1319.4,188,36-50
4042619.0,1,0.37,6,1,28,58,B12,Diesel,A,26,Midi-Pyrenees,1204.0,168,26-35
4042701.0,2,0.93,4,1,51,50,B12,Diesel,C,455,Languedoc-Roussillon,3547.27,204,51-70
4042701.0,2,0.93,4,1,51,50,B12,Diesel,C,455,Languedoc-Roussillon,1320.0,204,51-70
4042872.0,1,0.94,7,10,30,72,B6,Regular,B,74,Aquitaine,120.99,210,26-35
4042950.0,1,0.07,8,1,37,72,B12,Diesel,D,1232,Provence-Alpes-Cotes-D'Azur,464.82,296,36-50
4042992.0,1,0.45,6,1,48,64,B12,Regular,D,1368,Ile-de-France,2735.14,288,36-50
4042999.0,1,0.05,11,1,60,50,B12,Diesel,D,1403,Provence-Alpes-Cotes-D'Azur,1204.0,660,51-70
4043065.0,1,0.95,5,4,52,51,B3,Regular,D,527,Ile-de-France,1204.0,260,51-70
4043217.0,1,0.95,9,10,35,64,B3,Regular,B,58,Provence-Alpes-Cotes-D'Azur,518.03,315,26-35
4043252.0,1,0.25,7,0,50,50,B12,Diesel,D,1601,Nord-Pas-de-Calais,6332.77,350,36-50
4043263.0,1,0.92,8,0,47,50,B12,Diesel,D,747,Bretagne,8233.41,376,36-50
4043504.0,1,0.15,6,1,54,50,B12,Diesel,C,168,Rhone-Alpes,2212.04,324,51-70
4043603.0,1,0.96,12,1,59,51,B12,Diesel,C,410,Nord-Pas-de-Calais,1204.0,708,51-70
4043716.0,1,0.97,4,1,67,50,B12,Regular,C,164,Ile-de-France,1204.0,268,51-70
4043843.0,1,0.09,7,1,39,50,B12,Diesel,D,1689,Nord-Pas-de-Calais,1204.0,273,36-50
4044025.0,1,0.86,9,0,37,50,B12,Regular,E,9484,Ile-de-France,1204.0,333,36-50
4044346.0,1,0.24,5,10,34,90,B3,Diesel,C,104,Ile-de-France,210.5,170,26-35
4044428.0,1,0.92,8,0,50,64,B12,Diesel,E,3339,Ile-de-France,1204.0,400,36-50
4044566.0,1,0.59,6,10,64,50,B2,Diesel,E,4478,Ile-de-France,1820.4,384,51-70
4044642.0,1,0.87,7,0,49,62,B12,Diesel,A,48,Aquitaine,1204.0,343,36-50
4044709.0,1,0.9,7,0,27,100,B12,Regular,E,8455,Rhone-Alpes,1204.0,189,26-35
4044746.0,1,0.9,8,2,41,60,B12,Diesel,E,3023,Ile-de-France,1204.0,328,36-50
4044811.0,1,0.73,8,2,42,67,B12,Diesel,D,657,Provence-Alpes-Cotes-D'Azur,700.0,336,36-50
4044868.0,1,0.89,8,0,47,71,B12,Diesel,B,94,Auvergne,1204.0,376,36-50
4044936.0,1,0.89,8,0,73,50,B12,Regular,E,5936,Ile-de-France,1204.0,584,
4044981.0,2,0.41,8,2,45,85,B6,Diesel,E,3385,Ile-de-France,1204.0,360,36-50
4044981.0,2,0.41,8,2,45,85,B6,Diesel,E,3385,Ile-de-France,1204.0,360,36-50
4045036.0,1,0.92,7,10,31,60,B6,Regular,D,856,Centre,1204.0,217,26-35
4045094.0,1,0.43,5,0,32,57,B12,Regular,C,408,Nord-Pas-de-Calais,1204.0,160,26-35
4045102.0,1,0.91,10,0,60,50,B12,Regular,C,256,Rhone-Alpes,1204.0,600,51-70
4045181.0,1,0.38,5,0,46,80,B12,Diesel,E,3430,Provence-Alpes-Cotes-D'Azur,1204.0,230,36-50
4045312.0,1,0.91,5,5,30,80,B4,Regular,C,388,Provence-Alpes-Cotes-D'Azur,1343.2,150,26-35
4045366.0,2,0.83,8,1,42,50,B12,Regular,F,10477,Ile-de-France,695.18,336,36-50
4045366.0,2,0.83,8,1,42,50,B12,Regular,F,10477,Ile-de-France,1276.52,336,36-50
4045537.0,1,0.39,9,3,45,85,B6,Diesel,E,3385,Ile-de-France,556.14,405,36-50
4045538.0,1,0.39,10,5,45,85,B5,Diesel,E,3385,Ile-de-France,556.14,450,36-50
4045700.0,1,0.88,8,0,58,50,B12,Regular,C,323,Languedoc-Roussillon,1204.0,464,51-70
4045725.0,1,0.94,5,15,27,68,B2,Regular,A,20,Centre,747.0,135,26-35
4045868.0,1,0.88,8,5,46,64,B5,Regular,D,1358,Ile-de-France,16129.91,368,36-50
4045884.0,1,0.83,5,2,43,50,B12,Regular,C,159,Provence-Alpes-Cotes-D'Azur,1204.0,215,36-50
4045936.0,1,0.68,6,10,45,50,B5,Regular,E,3019,Midi-Pyrenees,747.0,270,36-50
4046150.0,2,0.69,5,0,77,50,B12,Regular,E,2054,Provence-Alpes-Cotes-D'Azur,822.73,385,
4046150.0,2,0.69,5,0,77,50,B12,Regular,E,2054,Provence-Alpes-Cotes-D'Azur,105.0,385,
4046192.0,2,0.92,6,4,72,50,B12,Regular,E,3258,Ile-de-France,19976.0,432,
4046192.0,2,0.92,6,4,72,50,B12,Regular,E,3258,Ile-de-France,6253.46,432,
4046424.0,1,0.86,12,0,37,50,B12,Diesel,F,27000,Ile-de-France,1204.0,444,36-50
4046534.0,1,0.88,4,7,33,51,B1,Regular,D,1955,Corse,553.82,132,26-35
4046543.0,1,0.23,4,10,23,100,B2,Regular,C,159,Languedoc-Roussillon,607.64,92,18-25
4046596.0,1,0.84,10,1,65,50,B12,Diesel,B,53,Midi-Pyrenees,1204.0,650,51-70
4046864.0,1,0.75,6,3,46,50,B6,Diesel,C,478,Nord-Pas-de-Calais,5537.37,276,36-50
4046900.0,1,0.9,7,3,22,112,B5,Diesel,C,388,Provence-Alpes-Cotes-D'Azur,1204.0,154,18-25
4046903.0,1,0.9,5,0,25,80,B5,Diesel,E,2365,Nord-Pas-de-Calais,1284.81,125,18-25
4046981.0,1,0.06,8,0,41,50,B12,Diesel,C,485,Limousin,1204.0,328,36-50
4047026.0,1,0.6,4,1,24,100,B12,Diesel,E,3214,Auvergne,602.0,96,18-25
4047043.0,1,0.75,15,10,57,50,B12,Regular,C,127,Aquitaine,1204.0,855,51-70
4047174.0,2,0.58,5,10,57,100,B13,Diesel,E,4650,Ile-de-France,82.05,285,51-70
4047174.0,2,0.58,5,10,57,100,B13,Diesel,E,4650,Ile-de-France,1204.0,285,51-70
4047181.0,1,0.8,10,0,51,50,B12,Regular,D,776,Provence-Alpes-Cotes-D'Azur,1204.0,510,51-70
4047357.0,1,0.81,4,0,37,50,B12,Diesel,A,27,Franche-Comte,1204.0,148,36-50
4047363.0,1,0.81,11,0,36,64,B12,Diesel,E,2757,Picardie,1204.0,396,36-50
4047399.0,1,0.55,9,2,53,50,B12,Regular,B,67,Aquitaine,556.14,477,51-70
4047401.0,1,0.16,4,2,57,50,B1,Diesel,E,3374,Alsace,800.0,228,51-70
4047404.0,1,0.82,7,1,32,67,B12,Diesel,C,116,Centre,1204.0,224,26-35
4047444.0,1,0.79,7,2,57,80,B12,Diesel,E,6257,Ile-de-France,1204.0,399,51-70
4047489.0,1,0.88,4,9,32,64,B2,Diesel,D,547,Midi-Pyrenees,1204.0,128,26-35
4047516.0,1,0.88,5,15,54,50,B1,Regular,E,6284,Ile-de-France,1204.0,270,51-70
4047612.0,1,0.88,4,2,24,80,B12,Diesel,D,876,Haute-Normandie,1887.78,96,18-25
4047719.0,1,0.83,8,0,47,50,B12,Regular,F,27000,Ile-de-France,1204.0,376,36-50
4047731.0,1,0.4,7,6,58,50,B1,Regular,A,32,Languedoc-Roussillon,1204.0,406,51-70
4047821.0,1,0.81,5,3,28,100,B2,Regular,D,1313,Centre,1204.0,140,26-35
4047920.0,1,0.27,6,10,48,50,B1,Diesel,C,411,Ile-de-France,1204.0,288,36-50
4047952.0,2,0.65,6,9,25,72,B2,Diesel,D,645,Corse,1198.07,150,18-25
4047952.0,2,0.65,6,9,25,72,B2,Diesel,D,645,Corse,1443.01,150,18-25
4048115.0,1,0.69,10,0,34,50,B12,Regular,E,3184,Ile-de-France,1204.0,340,26-35
4048199.0,1,0.38,7,15,50,50,B10,Regular,A,21,Pays-de-la-Loire,556.14,350,36-50
4048201.0,1,0.47,6,10,50,50,B13,Diesel,A,21,Pays-de-la-Loire,4301.07,300,36-50
4048384.0,1,0.67,8,0,45,72,B12,Regular,D,1425,Nord-Pas-de-Calais,1204.0,360,36-50
4048632.0,1,0.71,7,6,23,85,B11,Diesel,D,1309,Aquitaine,6805.57,161,18-25
4049000.0,2,0.75,4,0,26,72,B12,Regular,D,1063,Nord-Pas-de-Calais,1204.0,104,26-35
4049000.0,2,0.75,4,0,26,72,B12,Regular,D,1063,Nord-Pas-de-Calais,1204.0,104,26-35
4049217.0,2,0.82,7,2,69,50,B12,Diesel,E,2658,Rhone-Alpes,18536.3,483,51-70
4049217.0,2,0.82,7,2,69,50,B12,Diesel,E,2658,Rhone-Alpes,4950.0,483,51-70
4049331.0,1,0.58,6,3,24,76,B4,Diesel,C,260,Aquitaine,1204.0,144,18-25
4049446.0,1,0.51,10,1,56,50,B12,Diesel,C,312,Ile-de-France,1204.0,560,51-70
4049776.0,1,0.7,4,1,25,76,B12,Regular,E,3317,Provence-Alpes-Cotes-D'Azur,1204.0,100,18-25
4049865.0,1,0.24,6,8,31,68,B12,Regular,D,910,Nord-Pas-de-Calais,76.54,186,26-35
4049882.0,1,0.79,7,10,25,80,B12,Regular,D,910,Nord-Pas-de-Calais,388.4,175,18-25
4050049.0,1,0.79,6,7,31,90,B2,Diesel,C,195,Rhone-Alpes,1204.0,186,26-35
4050247.0,1,0.69,4,0,41,50,B12,Diesel,E,8023,Ile-de-France,602.0,164,36-50
4050259.0,1,0.75,7,0,63,72,B12,Diesel,B,66,Provence-Alpes-Cotes-D'Azur,1204.0,441,51-70
4050469.0,2,0.71,7,0,59,50,B12,Diesel,C,126,Pays-de-la-Loire,958.53,413,51-70
4050469.0,2,0.71,7,0,59,50,B12,Diesel,C,126,Pays-de-la-Loire,1204.0,413,51-70
4050511.0,1,0.75,7,4,24,95,B1,Diesel,C,136,Aquitaine,4363.49,168,18-25
4050682.0,1,0.67,8,0,63,50,B12,Diesel,C,335,Basse-Normandie,602.0,504,51-70
4050709.0,1,0.6,5,0,57,50,B12,Regular,A,45,Aquitaine,1204.0,285,51-70
4050770.0,1,0.68,7,0,22,106,B12,Regular,D,1937,Haute-Normandie,1204.0,154,18-25
4050789.0,1,0.77,4,1,42,50,B12,Diesel,D,879,Rhone-Alpes,1204.0,168,36-50
4050810.0,1,0.66,7,1,74,50,B12,Regular,F,17140,Ile-de-France,602.0,518,
4051125.0,1,0.58,11,9,31,57,B1,Diesel,C,269,Nord-Pas-de-Calais,3663.44,341,26-35
4051128.0,1,0.17,11,9,31,57,B1,Diesel,C,269,Nord-Pas-de-Calais,1204.0,341,26-35
4051316.0,1,0.38,6,1,32,50,B12,Diesel,E,3193,Ile-de-France,1204.0,192,26-35
4051324.0,1,0.75,6,4,68,125,B12,Regular,C,402,Provence-Alpes-Cotes-D'Azur,1204.0,408,51-70
4051409.0,1,0.69,7,0,48,50,B12,Diesel,E,3339,Ile-de-France,1204.0,336,36-50
4051496.0,2,0.75,5,9,26,100,B1,Regular,A,22,Haute-Normandie,556.14,130,26-35
4051496.0,2,0.75,5,9,26,100,B1,Regular,A,22,Haute-Normandie,4856.0,130,26-35
4051567.0,1,0.74,6,2,35,68,B12,Diesel,C,394,Centre,2051.0,210,26-35
4051570.0,2,0.09,5,4,66,50,B2,Regular,D,545,Nord-Pas-de-Calais,556.14,330,51-70
4051570.0,2,0.09,5,4,66,50,B2,Regular,D,545,Nord-Pas-de-Calais,2650.0,330,51-70
4051586.0,1,0.75,5,10,35,68,B4,Diesel,C,476,Provence-Alpes-Cotes-D'Azur,1204.0,175,26-35
4051789.0,3,0.67,9,10,34,78,B13,Diesel,D,1090,Nord-Pas-de-Calais,1204.0,306,26-35
4051789.0,3,0.67,9,10,34,78,B13,Diesel,D,1090,Nord-Pas-de-Calais,138.78,306,26-35
4051789.0,3,0.67,9,10,34,78,B13,Diesel,D,1090,Nord-Pas-de-Calais,556.14,306,26-35
4051897.0,2,0.15,6,5,61,66,B1,Diesel,C,128,Aquitaine,556.14,366,51-70
4051897.0,2,0.15,6,5,61,66,B1,Diesel,C,128,Aquitaine,1204.0,366,51-70
4052004.0,2,0.72,7,0,47,50,B12,Diesel,C,263,Ile-de-France,1204.0,329,36-50
4052004.0,2,0.72,7,0,47,50,B12,Diesel,C,263,Ile-de-France,1204.0,329,36-50
4052182.0,1,0.67,4,0,58,50,B12,Diesel,E,3430,Provence-Alpes-Cotes-D'Azur,1204.0,232,51-70
4052615.0,1,0.64,5,0,43,50,B12,Regular,D,1521,Rhone-Alpes,398.96,215,36-50
4052723.0,1,0.5,4,0,23,112,B12,Diesel,D,1381,Rhone-Alpes,1204.0,92,18-25
4053251.0,1,0.67,10,0,60,50,B12,Regular,C,458,Provence-Alpes-Cotes-D'Azur,2077.82,600,51-70
4053416.0,1,0.16,7,10,49,50,B12,Regular,D,824,Languedoc-Roussillon,1204.0,343,36-50
4053435.0,2,0.67,5,0,67,100,B12,Regular,D,817,Ile-de-France,237.15,335,51-70
4053435.0,2,0.67,5,0,67,100,B12,Regular,D,817,Ile-de-France,1211.0,335,51-70
4053558.0,1,0.65,4,1,41,51,B12,Diesel,A,47,Rhone-Alpes,88.5,164,36-50
4053627.0,1,0.66,6,2,64,106,B12,Diesel,D,824,Languedoc-Roussillon,1204.0,384,51-70
4053690.0,1,0.66,7,15,44,50,B1,Regular,E,5628,Ile-de-France,1204.0,308,36-50
4053977.0,1,0.48,7,0,31,90,B12,Diesel,D,979,Alsace,1204.0,217,26-35
4054068.0,1,0.56,10,0,52,50,B12,Regular,F,17140,Ile-de-France,1204.0,520,51-70
4054241.0,1,0.63,7,1,47,50,B12,Diesel,D,1232,Provence-Alpes-Cotes-D'Azur,1204.0,329,36-50
4054318.0,1,0.57,11,0,47,55,B12,Diesel,D,1541,Languedoc-Roussillon,1204.0,517,36-50
4054698.0,1,0.62,8,2,47,55,B12,Diesel,E,2580,Aquitaine,1204.0,376,36-50
4054712.0,1,0.13,8,0,24,72,B12,Diesel,D,923,Ile-de-France,1204.0,192,18-25
4054739.0,1,0.47,7,0,33,51,B12,Diesel,E,5433,Provence-Alpes-Cotes-D'Azur,602.0,231,26-35
4054795.0,1,0.62,7,7,66,50,B3,Regular,A,32,Bourgogne,1204.0,462,51-70
4054864.0,1,0.11,7,10,35,63,B12,Regular,F,27000,Ile-de-France,82.05,245,26-35
4054976.0,1,0.6,7,1,69,50,B12,Diesel,F,27000,Ile-de-France,556.14,483,51-70
4054991.0,1,0.6,4,5,49,50,B1,Regular,E,2907,Ile-de-France,1042.9,196,36-50
4055003.0,1,0.23,5,0,24,85,B12,Regular,E,2951,Nord-Pas-de-Calais,1204.0,120,18-25
4055082.0,2,0.49,11,0,49,50,B12,Diesel,D,709,Provence-Alpes-Cotes-D'Azur,1204.0,539,36-50
4055082.0,2,0.49,11,0,49,50,B12,Diesel,D,709,Provence-Alpes-Cotes-D'Azur,1204.0,539,36-50
4055372.0,2,0.09,7,0,28,76,B12,Diesel,E,3963,Languedoc-Roussillon,17616.93,196,26-35
4055372.0,2,0.09,7,0,28,76,B12,Diesel,E,3963,Languedoc-Roussillon,1204.0,196,26-35
4055602.0,1,0.52,7,4,35,64,B3,Diesel,D,1472,Nord-Pas-de-Calais,1204.0,245,26-35
4055969.0,1,0.47,10,15,38,76,B1,Regular,E,6570,Ile-de-France,1204.0,380,36-50
4056100.0,2,0.47,5,0,48,72,B12,Regular,D,721,Provence-Alpes-Cotes-D'Azur,6539.97,240,36-50
4056100.0,2,0.47,5,0,48,72,B12,Regular,D,721,Provence-Alpes-Cotes-D'Azur,1204.0,240,36-50
4056353.0,1,0.33,4,5,80,60,B12,Regular,F,16533,Ile-de-France,1204.0,320,
4056528.0,1,0.54,4,4,39,125,B12,Regular,A,20,Corse,1159.83,156,36-50
4056619.0,2,0.47,7,0,54,50,B12,Diesel,C,127,Aquitaine,5423.52,378,51-70
4056619.0,2,0.47,7,0,54,50,B12,Diesel,C,127,Aquitaine,602.0,378,51-70
4056804.0,1,0.51,8,0,47,50,B12,Regular,E,2887,Ile-de-France,1204.0,376,36-50
4056842.0,1,0.48,4,0,22,85,B12,Regular,C,136,Languedoc-Roussillon,602.0,88,18-25
4056857.0,1,0.53,7,0,57,50,B12,Diesel,D,620,Pays-de-la-Loire,1204.0,399,51-70
4057109.0,1,0.52,7,1,34,85,B12,Regular,D,1842,Ile-de-France,556.14,238,26-35
4057480.0,1,0.5,8,0,58,50,B13,Diesel,D,557,Picardie,1204.0,464,51-70
4057761.0,1,0.49,6,9,37,85,B12,Diesel,C,121,Provence-Alpes-Cotes-D'Azur,766.03,222,36-50
4057827.0,1,0.5,7,9,66,50,B12,Diesel,A,46,Ile-de-France,1204.0,462,51-70
4058436.0,1,0.41,7,2,37,80,B12,Regular,E,3055,Ile-de-France,1204.0,259,36-50
4058794.0,2,0.46,8,0,38,60,B12,Diesel,D,1500,Ile-de-France,31232.0,304,36-50
4058794.0,2,0.46,8,0,38,60,B12,Diesel,D,1500,Ile-de-France,1204.0,304,36-50
4059223.0,1,0.01,4,3,50,50,B2,Regular,B,94,Auvergne,5234.12,200,36-50
4060178.0,1,0.02,7,0,73,60,B12,Diesel,A,39,Poitou-Charentes,2142.66,511,
4060447.0,1,0.31,4,0,48,50,B12,Regular,C,197,Provence-Alpes-Cotes-D'Azur,1204.0,192,36-50
4061095.0,1,0.31,8,0,23,112,B12,Diesel,E,4220,Ile-de-France,300.0,184,18-25
4061145.0,1,0.35,5,0,37,100,B5,Regular,E,2733,Provence-Alpes-Cotes-D'Azur,379.95,185,36-50
4061343.0,1,0.31,8,0,73,50,B12,Regular,D,841,Languedoc-Roussillon,1204.0,584,
4061420.0,1,0.43,4,2,34,76,B12,Diesel,D,645,Corse,602.0,136,26-35
4061515.0,1,0.34,8,0,43,50,B12,Diesel,E,4762,Provence-Alpes-Cotes-D'Azur,1204.0,344,36-50
4061626.0,1,0.33,10,0,48,50,B12,Regular,D,1206,Picardie,1204.0,480,36-50
4061669.0,2,0.1,7,4,38,50,B1,Diesel,C,127,Provence-Alpes-Cotes-D'Azur,5507.0,266,36-50
4061669.0,2,0.1,7,4,38,50,B1,Diesel,C,127,Provence-Alpes-Cotes-D'Azur,1204.0,266,36-50
4061883.0,1,0.24,6,0,23,90,B12,Regular,C,196,Aquitaine,1204.0,138,18-25
4062035.0,1,0.25,15,0,74,85,B12,Diesel,F,27000,Ile-de-France,1204.0,1110,
4062330.0,1,0.29,5,10,18,100,B2,Regular,D,685,Aquitaine,1692.81,90,18-25
4062363.0,1,0.29,10,15,53,50,B12,Diesel,E,7306,Ile-de-France,1204.0,530,51-70
4063325.0,1,0.07,12,0,35,64,B12,Diesel,C,251,Rhone-Alpes,1204.0,420,26-35
4063507.0,1,0.24,6,0,23,100,B12,Regular,C,388,Ile-de-France,1204.0,138,18-25
4063533.0,1,0.12,8,0,59,50,B12,Diesel,D,626,Provence-Alpes-Cotes-D'Azur,1922.13,472,51-70
4063594.0,1,0.24,5,9,32,54,B6,Diesel,D,1055,Aquitaine,1204.0,160,26-35
4063603.0,1,0.09,4,0,73,72,B12,Regular,C,434,Ile-de-France,1204.0,292,
4063785.0,1,0.22,4,4,37,100,B12,Regular,E,7259,Nord-Pas-de-Calais,1204.0,148,36-50
4064284.0,1,0.21,4,0,33,54,B12,Diesel,F,27000,Ile-de-France,556.14,132,26-35
4064483.0,1,0.01,4,0,55,50,B12,Diesel,B,84,Languedoc-Roussillon,1204.0,220,51-70
4064577.0,1,0.14,4,2,48,65,B12,Regular,F,27000,Ile-de-France,1204.0,192,36-50
4065341.0,1,0.07,7,0,60,50,B12,Regular,C,330,Provence-Alpes-Cotes-D'Azur,1204.0,420,51-70
4065744.0,1,0.06,7,5,27,64,B11,Diesel,D,1218,Languedoc-Roussillon,90.23,189,26-35
4065985.0,1,0.12,7,2,60,50,B12,Diesel,E,4456,Aquitaine,1204.0,420,51-70
4066572.0,1,0.14,4,1,23,80,B12,Diesel,B,66,Provence-Alpes-Cotes-D'Azur,602.0,92,18-25
4069906.0,1,0.53,5,2,50,50,B12,Regular,A,10,Auvergne,1204.0,250,36-50
4070032.0,1,0.46,6,8,26,64,B12,Diesel,C,490,Rhone-Alpes,172.24,156,26-35
4070042.0,1,0.53,7,2,53,72,B12,Regular,B,57,Rhone-Alpes,1204.0,371,51-70
4070090.0,1,0.53,11,2,40,50,B12,Diesel,E,2681,Haute-Normandie,1204.0,440,36-50
4070180.0,1,0.51,8,2,58,52,B12,Diesel,D,610,Provence-Alpes-Cotes-D'Azur,1204.0,464,51-70
4070328.0,1,0.46,6,8,30,95,B12,Regular,E,2983,Nord-Pas-de-Calais,602.0,180,26-35
4070358.0,1,0.53,5,3,54,50,B2,Diesel,E,4617,Champagne-Ardenne,1204.0,270,51-70
4070452.0,1,0.46,5,3,32,64,B12,Regular,E,3023,Ile-de-France,1204.0,160,26-35
4070526.0,1,0.53,5,2,30,76,B12,Regular,E,3184,Ile-de-France,556.14,150,26-35
4070551.0,1,0.46,8,2,53,85,B12,Diesel,D,721,Provence-Alpes-Cotes-D'Azur,1204.0,424,51-70
4070690.0,1,0.53,8,2,60,50,B12,Diesel,E,2663,Ile-de-France,1204.0,480,51-70
4070812.0,1,0.31,7,2,25,100,B12,Regular,E,2983,Nord-Pas-de-Calais,1204.0,175,18-25
4070837.0,2,0.25,6,8,68,50,B3,Regular,D,645,Corse,1338.07,408,51-70
4070837.0,2,0.25,6,8,68,50,B3,Regular,D,645,Corse,602.0,408,51-70
4071127.0,2,0.46,9,5,44,50,B12,Regular,E,3317,Provence-Alpes-Cotes-D'Azur,84.92,396,36-50
4071127.0,2,0.46,9,5,44,50,B12,Regular,E,3317,Provence-Alpes-Cotes-D'Azur,1204.0,396,36-50
4071303.0,1,0.37,7,2,45,50,B12,Diesel,C,428,Haute-Normandie,1204.0,315,36-50
4071316.0,1,0.37,4,2,66,50,B12,Regular,B,76,Languedoc-Roussillon,1204.0,264,51-70
4071325.0,1,0.62,5,2,57,50,B12,Regular,C,325,Provence-Alpes-Cotes-D'Azur,1204.0,285,51-70
4071397.0,1,0.36,4,2,50,76,B12,Diesel,D,609,Provence-Alpes-Cotes-D'Azur,1874.0,200,36-50
4071478.0,1,0.62,7,10,44,50,B12,Regular,E,4128,Pays-de-la-Loire,1204.0,308,36-50
4071527.0,1,0.62,5,9,44,78,B5,Diesel,C,133,Rhone-Alpes,602.0,220,36-50
4071724.0,1,0.12,6,8,37,85,B12,Regular,C,121,Provence-Alpes-Cotes-D'Azur,1204.0,222,36-50
4071744.0,1,0.18,8,0,52,50,B12,Diesel,E,3317,Provence-Alpes-Cotes-D'Azur,1204.0,416,51-70
4071839.0,1,0.62,10,2,29,64,B12,Regular,C,247,Provence-Alpes-Cotes-D'Azur,1204.0,290,26-35
4072085.0,1,0.62,6,2,39,50,B12,Regular,C,152,Rhone-Alpes,1204.0,234,36-50
4072103.0,1,0.58,5,2,64,50,B12,Regular,A,18,Provence-Alpes-Cotes-D'Azur,1204.0,320,51-70
4072487.0,1,0.7,11,2,50,50,B12,Diesel,E,5410,Ile-de-France,1139.19,550,36-50
4072585.0,1,0.19,4,3,24,85,B12,Regular,D,1468,Provence-Alpes-Cotes-D'Azur,556.14,96,18-25
4072740.0,1,0.28,5,5,27,68,B6,Diesel,C,238,Poitou-Charentes,362.26,135,26-35
4072824.0,1,0.38,8,2,44,80,B12,Regular,B,70,Bourgogne,1204.0,352,36-50
